SystemCode;Sum;EDNo;EDDate;EDAuthor;Priority;TransKind;AccDocDate;AccDocNo;PayerName;PayerBIC;PayerCorrespAcc;PayeeName;PayeeBIC;PayeeCorrespAcc;Purpose
02;65;13;2022-12-18;4583001999;1;01;2016-05-31;99;Избирательная комиссия Свердловской области;280001523;40202810965770000001;КУЗБАССКИЙ ФИЛИАЛ АО "УГЛЕМЕТБАНК";043207707;30101810500000000707;Назначение платежа? Например, порядковый номер ED101 = 13
02;60;14;2022-12-18;4583001999;1;01;2015-03-02;30;ФМКБ "ДОН-ТЕКСБАНК" ООО В Г.НОВОШАХТИНСКЕ;047888710;30101810460140000336;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г.ЯРОСЛАВЛЬ;046014336;30101810800000000710;Назначение платежа? Например, порядковый номер ED101 = 14
02;32;15;2022-12-18;4583001999;1;01;1994-07-29;20;"БСТ-БАНК" АО;043209706;30101810000000000706;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ АБХАЗИЯ;040396055;30111810000000000055;Назначение платежа? Например, порядковый номер ED101 = 15
02;65;16;2022-12-18;4583001999;1;01;2017-05-16;30;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АБ "РОССИЯ";046577507;30101810965770000507;НОВОСИБИРСКИЙ ФИЛИАЛ АБ "РОССИЯ";045004701;30101810950040000701;Назначение платежа? Например, порядковый номер ED101 = 16
02;35;17;2022-12-18;4583001999;1;01;2014-06-16;30;СИМФЕРОПОЛЬСКИЙ ФИЛИАЛ АБ "РОССИЯ";043510107;30101810835100000107;НИЖЕГОРОДСКИЙ ФИЛИАЛ АБ "РОССИЯ";042202876;30101810300000000876;Назначение платежа? Например, порядковый номер ED101 = 17
02;20;18;2022-12-18;4583001999;1;01;2010-08-23;30;ВОРОНЕЖСКИЙ ФИЛИАЛ АБ "РОССИЯ";042007677;30101810300000000677;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ БАНКА "ВЯТИЧ" (ПАО);046577409;30101810665770000409;Назначение платежа? Например, порядковый номер ED101 = 18
02;90;19;2022-12-18;4583001999;1;01;2016-06-01;20;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ ЮЖНАЯ ОСЕТИЯ;049033199;30111810990330000199;МКБ "ДОН-ТЕКСБАНК" ООО;046014718;30101810500000000718;Назначение платежа? Например, порядковый номер ED101 = 19
02;27;20;2022-12-18;4583001999;1;01;2011-12-27;52;УФК по Калининградской области;042784101;40116810900000010108;КУ "НОТА-БАНК" (ПАО) - ГК "АСВ";044525569;30101810700000000569;Назначение платежа? Например, порядковый номер ED101 = 20
02;75;21;2022-12-18;4583001999;1;01;2010-12-27;52;УФК по Челябинской области;041081100;40116810775820010001;УФК по Амурской области;047582100;40116810100000010004;Назначение платежа? Например, порядковый номер ED101 = 21
02;25;22;2022-12-18;4583001999;1;01;2003-10-13;30;ИРКУТСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);042520728;30101810300000000728;ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;044030858;30101810800000000858;Назначение платежа? Например, порядковый номер ED101 = 22
02;45;23;2022-12-18;4583001999;1;01;2016-01-27;90;КУ ЗАО КБ "ЛАДА-КРЕДИТ" - ГК "АСВ";044525928;30101810845250000928;УФК по Хабаровскому краю;000816041;40116810008160010022;Назначение платежа? Например, порядковый номер ED101 = 23
02;22;24;2022-12-18;4583001999;1;01;2009-04-09;30;НИЖЕГОРОДСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК";042202886;30101810400000000886;ФИЛИАЛ "ИНВЕСТКАПИТАЛБАНК" АО "СМП БАНК";048073875;30101810480730000875;Назначение платежа? Например, порядковый номер ED101 = 24
02;22;25;2022-12-18;4583001999;1;01;1999-01-11;30;ВЫКСУНСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК";042202812;30101810522020000812;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);046577422;30101810765770000422;Назначение платежа? Например, порядковый номер ED101 = 25
02;27;26;2022-12-18;4583001999;1;01;2007-04-19;30;ФКБ "МОСКОММЕРЦБАНК" (АО) Г.КАЛИНИНГРАД;042748801;30101810700000000801;ФИЛИАЛ N8 ПАО КБ "ЦЕНТР-ИНВЕСТ";040349550;30101810100000000550;Назначение платежа? Например, порядковый номер ED101 = 26
02;12;27;2022-12-18;4583001999;1;01;2011-06-02;30;ФИЛИАЛ В Г.АСТРАХАНИ АО "МБ БАНК";041203712;30101810500000000712;ФИЛИАЛ АО АКБ "НОВИКОМБАНК" В Г.С-ПЕТЕРБУРГЕ;044030902;30101810400000000902;Назначение платежа? Например, порядковый номер ED101 = 27
02;98;28;2022-12-18;4583001999;1;01;2016-05-13;30;БАНК "АГОРА" ООО ЯКУТСКИЙ ФИЛИАЛ;044525160;30101810798050000992;КУ АО АКБ "ГАЗСТРОЙБАНК" - ГК "АСВ";049805992;30101810645250000160;Назначение платежа? Например, порядковый номер ED101 = 28
02;29;29;2022-12-18;4583001999;1;01;2000-01-01;99;ФКУ " Войсковая часть 10199 ";229000102;40106810200000000002;Избирательная комиссия Челябинской области;275000099;40301810800000000114;Назначение платежа? Например, порядковый номер ED101 = 29
02;45;30;2022-12-18;4583001999;1;01;2016-05-24;90;КУ ООО КБ "МИЛБАНК" - ГК "АСВ";044525304;30101810045250000304;КРАСНОДАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);040349542;30101810600000000542;Назначение платежа? Например, порядковый номер ED101 = 30
02;58;31;2022-12-18;4583001999;1;01;1994-01-20;20;АО КБ "ВАКОБАНК";045853774;30101810200000000774;Урюпинский филиал ПАО КБ "Сельмашбанк";041806745;30101810518060000745;Назначение платежа? Например, порядковый номер ED101 = 31
02;37;32;2022-12-18;4583001999;1;01;2002-11-21;30;ФИЛИАЛ "КУРГАНСКИЙ" АО АКБ "АЛЕФ-БАНК";043735853;30101810800000000853;Избирательная комиссия Ярославской области;278000117;40202810500000310110;Назначение платежа? Например, порядковый номер ED101 = 32
02;65;33;2022-12-18;4583001999;1;01;2004-12-28;52;УФК по Свердловской области;046579100;40116810100000010001;УФК по Ставропольскому краю;040703101;40116810600000010001;Назначение платежа? Например, порядковый номер ED101 = 33
02;67;34;2022-12-18;4583001999;1;01;2014-03-28;52;УФК по Республике Крым;046709101;40116810067090010009;УФК по г. Севастополю;046709102;40116810800090010004;Назначение платежа? Например, порядковый номер ED101 = 34
02;50;35;2022-12-18;4583001999;1;01;2010-01-21;52;УФК по Новосибирской области;043081100;40116810050800010001;УФК по Камчатскому краю;045080101;40116810830810010001;Назначение платежа? Например, порядковый номер ED101 = 35
02;35;36;2022-12-18;4583001999;1;01;2015-12-08;52;УФК по Республике Крым;043512100;40116810935120010001;УФК по Камчатскому краю;043083101;40116810830830010001;Назначение платежа? Например, порядковый номер ED101 = 36
02;63;37;2022-12-18;4583001999;1;01;1998-01-01;99;Избирательная комиссия Саратовской области;263000258;40202810822020004001;БЕЛГОРОДСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК";041403838;30101810014030000838;Назначение платежа? Например, порядковый номер ED101 = 37
02;60;38;2022-12-18;4583001999;1;01;2016-06-14;30;РОСТОВСКИЙ ФИЛИАЛ ЦМРБАНК (ООО);046015075;30101810860150000075;ПРИВОЛЖСКИЙ ФИЛИАЛ АО КБ "СИТИБАНК";042202873;30101810400000000873;Назначение платежа? Например, порядковый номер ED101 = 38
02;80;39;2022-12-18;4583001999;1;01;2013-08-23;30;ФИЛИАЛ "БАШКОРТОСТАН" АО КБ "СИТИБАНК";048073949;30101810280730000949;КУ ОАО КБ "МВКБ" - ГК "АСВ";044525286;30101810545250000286;Назначение платежа? Например, порядковый номер ED101 = 39
02;60;40;2022-12-18;4583001999;1;01;2007-01-22;30;ДОНСКОЙ ФИЛИАЛ АО КБ "СИТИБАНК";046015068;30101810660150000068;ФИЛИАЛ ПАО "БАНК УРАЛСИБ" В Г. СТАВРОПОЛЬ;040702763;30101810400000000763;Назначение платежа? Например, порядковый номер ED101 = 40
02;36;41;2022-12-18;4583001999;1;01;2006-12-28;30;СРЕДНЕВОЛЖСКИЙ ФИЛИАЛ АО КБ "СИТИБАНК";043601889;30101810400000000889;Координационный Комитет по вопросам ПВО;245011073;40808810245250000031;Назначение платежа? Например, порядковый номер ED101 = 41
02;35;42;2022-12-18;4583001999;1;01;2015-12-28;99;АНО "ФЗВ";245011058;40503810445250000026;ЦИК России;245011066;40106810545250000022;Назначение платежа? Например, порядковый номер ED101 = 42
02;05;43;2022-12-18;4583001999;1;01;2013-01-15;30;ПРИМОРСКИЙ ФИЛИАЛ АКБ "БЭНК ОФ ЧАЙНА" (АО);040507900;30101810405070000900;КУ ОАО АКБ "ЭКСПРЕСС" ГК "АСВ";048209918;30101810500000000918;Назначение платежа? Например, порядковый номер ED101 = 43
02;53;44;2022-12-18;4583001999;1;01;2000-01-01;99;Избирательная комиссия Оренбургской области;253000417;40202810200000310075;УФК по Республике Дагестан;048270101;40116810100000010008;Назначение платежа? Например, порядковый номер ED101 = 44
02;50;45;2022-12-18;4583001999;1;01;2009-01-30;52;УФК по Новосибирской области;045081100;40116810200000010001;УФК по Приморскому краю;040582101;40116810300000010005;Назначение платежа? Например, порядковый номер ED101 = 45
02;33;46;2022-12-18;4583001999;1;01;2010-11-24;52;УФК ПО КИРОВСКОЙ ОБЛАСТИ;043380100;40116810600000010002;УФК по Республике Марий Эл;048880100;40116810088800010002;Назначение платежа? Например, порядковый номер ED101 = 46
02;60;47;2022-12-18;4583001999;1;01;2010-12-27;52;УФК по Ростовской области;046080101;40116810300000010001;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);044030866;30101810300000000866;Назначение платежа? Например, порядковый номер ED101 = 47
02;27;48;2022-12-18;4583001999;1;01;2014-12-30;30;Ф-Л "ЕВРОПЕЙСКИЙ" ПАО "БАНК "САНКТ-ПЕТЕРБУРГ";042748877;30101810927480000877;ФИЛИАЛ "ЛЫСЬВА" АО АКБ "АЛЕФ-БАНК";045773804;30101810965775700804;Назначение платежа? Например, порядковый номер ED101 = 48
02;45;49;2022-12-18;4583001999;1;01;2016-05-25;90;КУ "РЕГНУМ БАНК" (ООО) - ГК "АСВ";041012731;30101810045250000993;АМУРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";044525993;30101810800000000731;Назначение платежа? Например, порядковый номер ED101 = 49
02;24;50;2022-12-18;4583001999;1;01;2001-07-13;30;ИВАНОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042406780;30101810300000000780;ИНГУШСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042618783;30101810300000000783;Назначение платежа? Например, порядковый номер ED101 = 50
02;25;51;2022-12-18;4583001999;1;01;2005-11-24;30;ИРКУТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042520700;30101810700000000700;КОМИ РФ АО "РОССЕЛЬХОЗБАНК";048702739;30101810900000000739;Назначение платежа? Например, порядковый номер ED101 = 51
02;58;52;2022-12-18;4583001999;1;01;2006-10-16;30;ПСКОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045805772;30101810900000000772;УФК по Республике Северная Осетия -Алания;049082100;40116810400000010002;Назначение платежа? Например, порядковый номер ED101 = 52
02;47;53;2022-12-18;4583001999;1;01;2011-11-17;52;УФК по Мурманской области;044781102;40116810700000010006;Межрегиональное операционное УФК ;044588100;40116810600000010008;Назначение платежа? Например, порядковый номер ED101 = 53
02;81;54;2022-12-18;4583001999;1;01;2007-12-26;52;УФК по Республике Бурятия ;048140100;40116810881400010001;Минфин России;200000390;40106810845250000023;Назначение платежа? Например, порядковый номер ED101 = 54
02;45;55;2022-12-18;4583001999;1;01;1994-01-20;90;КУ АО КБ "Златкомбанк" - ГК "АСВ";044525122;30101810845250000122;ОРЕНБУРГСКИЙ ФИЛИАЛ АО КБ "АГРОПРОМКРЕДИТ";045354817;30101810300000000817;Назначение платежа? Например, порядковый номер ED101 = 55
02;60;56;2022-12-18;4583001999;1;01;1994-05-30;30;ФМКБ "ДОН-ТЕКСБАНК"ООО В Г.РОСТОВЕ-НА-ДОНУ;044525073;30101810700000000913;КУ ООО "АМТ БАНК" ГК "АСВ";046015913;30101810745250000073;Назначение платежа? Например, порядковый номер ED101 = 56
02;45;57;2022-12-18;4583001999;1;01;2014-06-20;90;КУ ЗАО "С БАНК" - ГК "АСВ";044525106;30101810845250000106;КУ ООО КБ "АДМИРАЛТЕЙСКИЙ" - ГК "АСВ";044525157;30101810645250000157;Назначение платежа? Например, порядковый номер ED101 = 57
02;45;58;2022-12-18;4583001999;1;01;2014-09-05;90;КУ КБ "КУТУЗОВСКИЙ" ООО - ГК "АСВ";044525228;30101810545250000228;КУ ОАО "ПРБ" - ГК "АСВ";044525368;30101810845250000368;Назначение платежа? Например, порядковый номер ED101 = 58
02;45;59;2022-12-18;4583001999;1;01;2015-08-13;90;КУ ООО КБ "ОПМ-БАНК" - ГК "АСВ";044525378;30101810945250000378;КУ ООО КБ "МОНОЛИТ" - ГК "АСВ";044525391;30101810045250000391;Назначение платежа? Например, порядковый номер ED101 = 59
02;45;60;2022-12-18;4583001999;1;01;2015-11-26;90;КУ КБ "ГАГАРИНСКИЙ" (АО) - ГК "АСВ";044525429;30101810400000000429;КУ КБ "ИНВЕСТИЦИОННЫЙ СОЮЗ" (ООО) - ГК "АСВ";044525445;30101810645250000445;Назначение платежа? Например, порядковый номер ED101 = 60
02;45;61;2022-12-18;4583001999;1;01;2014-08-18;90;КУ ООО КБ "БАНК БФТ" - ГК "АСВ";044525447;30101810245250000447;САРАТОВСКИЙ ФИЛИАЛ ПАО "МЕТКОМБАНК";046311887;30101810663110000887;Назначение платежа? Например, порядковый номер ED101 = 61
02;45;62;2022-12-18;4583001999;1;01;2014-09-23;90;КУ ОАО МКБ "ЗАМОСКВОРЕЦКИЙ" - ГК "АСВ";044525636;30101810645250000636;КУ ОАО БАНК "СОДРУЖЕСТВО"-ГК "АСВ";044525695;30101810945250000695;Назначение платежа? Например, порядковый номер ED101 = 62
02;45;63;2022-12-18;4583001999;1;01;2014-03-19;90;КУ АКБ "ИНВЕСТБАНК" (ОАО)-ГК "АСВ";044525731;30101810345250000729;КУ АО "АРКСБАНК" - ГК "АСВ";044525729;30101810045250000731;Назначение платежа? Например, порядковый номер ED101 = 63
02;45;64;2022-12-18;4583001999;1;01;2011-04-21;90;КУ АКБ "СЛАВЯНСКИЙ БАНК" (ЗАО) ГК "АСВ";044525829;30101810000000000829;КУ ОАО "НББ" - ГК "АСВ";044525902;30101810845250000902;Назначение платежа? Например, порядковый номер ED101 = 64
02;45;65;2022-12-18;4583001999;1;01;2015-11-02;90;КУ БАНК "КЛИЕНТСКИЙ" (АО) - ГК "АСВ";044525932;30101810145250000932;КУ ПАО АКБ "РФА" - ГК "АСВ";044525165;30101810145250000165;Назначение платежа? Например, порядковый номер ED101 = 65
02;45;66;2022-12-18;4583001999;1;01;2015-11-12;90;КУ АКБ "ЕВРОМЕТ" (ПАО) - ГК "АСВ";044525194;30101810145250000194;КУ БАНК "ВПБ" (АО) - ГК "АСВ";044525250;30101810445250000250;Назначение платежа? Например, порядковый номер ED101 = 66
02;45;67;2022-12-18;4583001999;1;01;2016-03-21;90;КУ ПАО АКБ "БАЛТИКА" - ГК "АСВ";044525946;30101810445250000946;КУ АКБ "ВЕК" (АО) - ГК "АСВ";044525784;30101810445250000784;Назначение платежа? Например, порядковый номер ED101 = 67
02;29;68;2022-12-18;4583001999;1;01;2002-02-08;30;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г.КАЛУГА;042908770;30101810000000000770;ООО"АВТОКРЕДИТБАНК";049205795;30101810000000000795;Назначение платежа? Например, порядковый номер ED101 = 68
02;05;69;2022-12-18;4583001999;1;01;2014-12-31;52;УФК по Приморскому краю;000510022;40116810705100010008;АО НКБ "СЛАВЯНБАНК";044959775;30101810900000000775;Назначение платежа? Например, порядковый номер ED101 = 69
02;4500;70;2022-12-18;4583001999;1;01;2011-12-28;52;УФК по г. Москве;048142727;40116810800000010004;БУРЯТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";044584100;30101810400000000727;Назначение платежа? Например, порядковый номер ED101 = 70
02;32;71;2022-12-18;4583001999;1;01;2002-04-12;30;КЕМЕРОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";043207782;30101810800000000782;ОРЕНБУРГСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045354816;30101810000000000816;Назначение платежа? Например, порядковый номер ED101 = 71
02;64;72;2022-12-18;4583001999;1;01;2007-06-18;30;САХАЛИНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046401747;30101810500000000747;ТЮМЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";047102622;30101810800000000622;Назначение платежа? Например, порядковый номер ED101 = 72
02;75;73;2022-12-18;4583001999;1;01;2008-10-09;30;ЧЕЛЯБИНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";047501821;30101810400000000821;ЯКУТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049805771;30101810600000000771;Назначение платежа? Например, порядковый номер ED101 = 73
02;58;74;2022-12-18;4583001999;1;01;1994-01-20;20;АО "ВЕЛИКИЕ ЛУКИ БАНК";045853729;30101810200000000729;Избирком;236000127;40202810536010000001;Назначение платежа? Например, порядковый номер ED101 = 74
02;82;75;2022-12-18;4583001999;1;01;2010-10-13;30;ФИЛИАЛ КБ "РБА" (ООО) В Г.МАХАЧКАЛА;048209880;30101810900000000880;ООО "Камкомбанк";049205525;30101810522029205525;Назначение платежа? Например, порядковый номер ED101 = 75
02;45;76;2022-12-18;4583001999;1;01;2014-08-25;90;КУ БАНК "СОФРИНО" (ЗАО) - ГК "АСВ";044525375;30101810800000000375;КУ ООО КБ "ТРАНСПОРТНЫЙ" - ГК "АСВ";044525356;30101810145250000356;Назначение платежа? Например, порядковый номер ED101 = 76
02;45;77;2022-12-18;4583001999;1;01;2018-09-26;90;КУ АБ "АЛДАНЗОЛОТОБАНК" АО - ГК "АСВ";045004711;30101810445250000535;Куйбышевский филиал АКБ "Ланта-Банк" (АО);044525535;30101810750045004711;Назначение платежа? Например, порядковый номер ED101 = 77
02;03;78;2022-12-18;4583001999;1;01;2005-12-05;30;КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;040349548;30101810400000000548;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;046577971;30101810300000000971;Назначение платежа? Например, порядковый номер ED101 = 78
02;41;79;2022-12-18;4583001999;1;01;2012-04-02;20;АО "БАНК БЕРЕЙТ";044106888;30101810600000000888;Избирательная комиссия Кировской области;233000221;40301810600000000001;Назначение платежа? Например, порядковый номер ED101 = 79
02;40;80;2022-12-18;4583001999;1;01;2001-10-19;30;Ф-Л "СЕВЕРНАЯ СТОЛИЦА" АО "РАЙФФАЙЗЕНБАНК";044030723;30101810100000000723;СПБ ФИЛИАЛ АКБ "ЛАНТА-БАНК" (АО);044030761;30101810900000000761;Назначение платежа? Например, порядковый номер ED101 = 80
02;54;81;2022-12-18;4583001999;1;01;2005-09-22;30;ОРЛОВСКИЙ ФИЛИАЛ АКБ "ЛАНТА-БАНК" (АО);045402725;30101810600000000725;НИЖЕГОРОДСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);042202807;30101810922020000807;Назначение платежа? Например, порядковый номер ED101 = 81
02;65;82;2022-12-18;4583001999;1;01;2008-05-26;30;ЕФ АО "СМП БАНК";046577403;30101810865770000403;КУ КБ "ЭКСПРЕСС-КРЕДИТ" (АО) - ГК "АСВ";044525457;30101810345250000457;Назначение платежа? Например, порядковый номер ED101 = 82
02;82;83;2022-12-18;4583001999;1;01;2000-10-13;30;ДАГЕСТАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048209793;30101810000000000793;КАЛИНИНГРАДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042748878;30101810500000000878;Назначение платежа? Например, порядковый номер ED101 = 83
02;42;84;2022-12-18;4583001999;1;01;2001-01-26;30;ЛИПЕЦКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048952750;30101810800000000756;МОРДОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";044206756;30101810900000000750;Назначение платежа? Например, порядковый номер ED101 = 84
02;56;85;2022-12-18;4583001999;1;01;2000-10-27;30;ПЕНЗЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045655718;30101810600000000718;САРАТОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046311843;30101810500000000843;Назначение платежа? Например, порядковый номер ED101 = 85
02;68;86;2022-12-18;4583001999;1;01;2000-10-20;30;ТАМБОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046850713;30101810600000000713;ТАТАРСТАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049205706;30101810400000000706;Назначение платежа? Например, порядковый номер ED101 = 86
02;69;87;2022-12-18;4583001999;1;01;2005-06-06;30;ТОМСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046902711;30101810300000000711;ЧЕЧЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049690719;30101810600000000719;Назначение платежа? Например, порядковый номер ED101 = 87
02;45;88;2022-12-18;4583001999;1;01;1998-04-13;99;ЦЕНТРАЛЬНЫЙ БАНК ТУРКМЕНИСТАНА;245001291;30107810200000000038;Небанковская кредитная организация-центральный контрагент "Национальный Клиринговый Центр" (Акционерное общество);245001961;30414810700000000001;Назначение платежа? Например, порядковый номер ED101 = 88
02;45;89;2022-12-18;4583001999;1;01;2000-12-13;99;МЕЖДУНАРОДНЫЙ ВАЛЮТНЫЙ ФОНД;245001228;40808810900007010704;Международный банк реконструкции и развития;245001229;40808810300008100103;Назначение платежа? Например, порядковый номер ED101 = 89
02;45;90;2022-12-18;4583001999;1;01;1998-04-13;99;Национальный банк Республики Беларусь;245001292;30107810000000000034;НАЦИОНАЛЬНЫЙ БАНК КЫРГЫЗСКОЙ РЕСПУБЛИКИ;245001293;30107810500000000039;Назначение платежа? Например, порядковый номер ED101 = 90
02;45;91;2022-12-18;4583001999;1;01;2003-05-07;99;НАЦИОНАЛЬНЫЙ БАНК ГРУЗИИ;245009721;30107810600000000049;Банк Евроклир;245001296;30111810100000000001;Назначение платежа? Например, порядковый номер ED101 = 91
02;00;92;2022-12-18;4583001999;1;01;2018-11-21;99;Новый банк развития;200000405;40808810545010000001;Акционерное общество "Национальная система платежных карт";245011006;30219810445010000001;Назначение платежа? Например, порядковый номер ED101 = 92
02;45;93;2022-12-18;4583001999;1;01;1994-01-20;20;АКБ "ПЕРЕСВЕТ" (ПАО);044525275;30101810145250000275;КУ АЙВИ БАНК (АО) - ГК "АСВ";044525893;30101810145250000893;Назначение платежа? Например, порядковый номер ED101 = 93
02;45;94;2022-12-18;4583001999;1;01;2018-01-18;90;КУ КБ "МФБАНК" ООО - ГК "АСВ";044525387;30101810745250000387;БЕЛГОРОДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041403740;30101810200000000740;Назначение платежа? Например, порядковый номер ED101 = 94
02;15;95;2022-12-18;4583001999;1;01;2006-10-19;30;БРЯНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041501747;30101810500000000747;Избирательная комиссия Архангельской области;211000123;40301810800000000076;Назначение платежа? Например, порядковый номер ED101 = 95
02;77;96;2022-12-18;4583001999;1;01;2011-05-03;52;УФК по Чукотскому автономному округу;007749104;40116810577490010001;ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;041806701;30101810800000000701;Назначение платежа? Например, порядковый номер ED101 = 96
02;50;97;2022-12-18;4583001999;1;01;2007-07-05;30;НОВОСИБИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;045004818;30101810050040000818;АЛТАЙСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";040173733;30101810100000000733;Назначение платежа? Например, порядковый номер ED101 = 97
